小龙坎火锅冒菜（下沙龙湖天街店）,1
把鱼酸菜鱼（下沙宝龙店）,1
塔斯汀·中国汉堡（下沙宝龙店）,1
小娇烧烤,1
山崎家の日式蛋包饭（景芳店）,1
蜜哆哆韩式炸鸡（顾家畈路店）,1
粥皇港式茶餐厅（秋涛北路店）,1
杨国府麻辣烫（海华广场店）,1
黄焖鸡（闸弄口店）,1
奈久食寿司,1
开心花甲（文晖路店）,1
1973继光香香鸡（国大店）,1
铁锅人家,1
重庆火锅尊辣天香（下沙宝龙店）,1
牛表哥现切牛肉火锅（科技园店）,1
儿时酸老桂林米粉（金沙印象城店）,1
牛排家（武林路店）,1
地锅即递（余杭店）,1
龙坞烤全羊,1
胖哥黄牛肉馆,1
肥牛先生（桐庐店）,1
何小姐鲜切黄牛肉火锅（下沙海拓店）,1
韩匠烤肉（瓶窑店）,1
铜锅鱼馆,1
柴火人家（桐庐总店）,1
简·煦蛋糕定制（下沙店）,1
地锅即递（余杭店）,1
悠悠土菜鱼馆,1
古香铜锅鱼·农家私房菜,1
新大碗菜·地道淳安味,1
杭茶坊（乾龙路店）,1
欢渝记老火锅,1
汝拉·西湖龙井私房菜（龙井店）,1
渔家烤鱼土菜馆,1
菜根香酒楼（畔湖路）,1
和茶缘云栖餐厅,1
千岛湖生态鱼馆·农家菜（秀水广场店）,1
龙府•重庆鲜货火锅（桐庐店）,1
小矮灶地摊火锅（三立时代店）,1
灶灶面包店,1
茶浪烤全羊·茶餐厅（龙坞茶村店）,1
MOCHA猫咪咖啡（金沙天街店）,1
歪串串·老成都冷锅串串（临平北大街店）,1
福泰来冰城家宴（胜利河店）,1
蒙羊东北烤羊腿·烤鱼·小龙虾（老余杭店）,1
蓉城嬢嬢·四川芋儿鸡（中茵大厦店）,1
宴江南·观炉·海鲜火锅,1
肥林·牛肉汤牛杂煲,1
东北特色铁锅炖（富阳一店）,1
之之の料理·蛋包饭与寿喜烧意面,1
山水涧餐厅·淳味民间菜（千岛湖风景区店）,1
言周工作室蛋糕定制专家,1
水边人家·匠心农家菜,1
沉鱼餐厅·奥城凯豪大酒店,1
鱼宴馆·灶台鱼·淳醉旧时光（千岛湖店）,1
盛世蚝门·大鱼吃小鱼（九堡店）,1
2021工作榜,0
点菜单,0
台号：美团-73,0
单号：218,0
账单号：,0
人数：1,0
服务员：收银员,0
单位：元,0
整单备注：收餐人隐私号 18694587674＿3345，手机号,0
137＊＊＊＊2383 顾客需要餐具（用户没有选择用餐人数）,0
品名,0
数量,0
需要餐具,0
1份,0
招牌粉丝裹虾单人餐,0
1份,0
打包盒,0
1个／1份,0
外送信息,0
美团单号：,0
游泳-中午儿童票（周一-周五）,0
12:00-14:00,0
温馨提示：凭此票扫码进场，一个月内可开,0
金额：¥13.00（自助机）,0
时间：2023-01-31 13：05：04,0
店内销售 ＃130,0
名称,0
数量,0
金额,0
1．珍珠奶茶（中杯）,0
［属性］热，七分糖,0
2．芋圆葡萄（升级版）,0
［属性］正常糖，常温,0
商品合计,0
操作员：92812701,0
门店：蜜雪冰城三里亭店,1
时间：2023-02-02 19：59：21,0
地址：三里亭路59号-7,0
KVS-061,0
配料需求,0
甜酸酱 x1,0
产品需求（总数：4）,0
1 可口可乐（中杯）,0
1 麦辣鸡翅2块,0
1 麦乐鸡5块,0
1 经典麦辣鸡腿堡,0
外送费：9,0
总计：52.9,0
实付：52.9,0
餐厅名称：杭州【萧山南环路文源餐厅】,1
餐厅编号：3330057,0
订单时间：2023／02／02 12：51,0
产品制作时间：2023／02／02 12：51,0
来源：美团,0
联系信息涨（先生）137＊＊＊＊2383,0
送餐地址：泰和花园芙蓉苑（10栋0101）,0
M 新春盛宴节节高,0
团17,0
期望送达：立即配达,0
交易号：10003968515,0
结账时间：2023-01-31 14：13：44,0
备注：顾客需要餐,0
具,0
唱,0
数量,0
金额,0
口袋1,0
饱食自选套餐,0
【明细】香辣鸡腿堡,0
【*1】,0
【明细】香辣鸡翅,0
